edge	sum_in	sum_out
618	60.6854	25.4296
1103	57.7699	24.2079
441	2.81661	11.6382
2587	11.4248	11.1172
2825	0.442287	1.23031
3085	0.135415	0.376683
112	22.7675	30.5031
2257	37.4327	50.1511
2867	17.1174	21.6801
1660	7.40035	5.0797
2354	4.33596	2.97626
3007	0.885427	1.8837
1164	26.9263	29.5553
254	63.5117	14.4297
3090	11.2809	2.56299
2005	1.15973	5.38847
782	2.24978	0.567297
1559	11.6254	2.93141
95	0.547677	0.669195
3029	0.587407	0.717741
57	1.57624	0.962414
3175	0.481631	0.166948
26	2.3197	6.37619
2280	13.528	17.3632
3107	21.5886	27.709
228	1.31909	0.55275
3516	3.34211	1.40048
2586	8.06138	12.5584
3086	0.107946	0.438274
111	2.97492	10.4415
2258	0.618227	2.18118
4	3.23733	4.10024
2023	1.02969	1.30416
1659	1.2857	2.66814
2353	0.214439	0.147194
1912	4.5238	4.9655
3240	14.5701	15.9927
1376	116.301	26.4232
3335	39.8736	9.05917
3089	47.2393	10.7326
1028	2.10478	9.77947
2991	1.22611	5.69688
781	3.07706	1.87414
1560	9.80986	2.00024
94	0.395224	0.562677
122	10.3391	6.31276
1098	4.51832	2.75877
3174	0.160123	0.0834577
386	5.90063	16.2191
1996	5.3465	14.696
2282	0.315663	0.264477
1571	44.8902	18.8108
3129	7.22612	3.02803
3515	22.3463	27.6313
2678	1.57386	2.45183
3220	16.3767	25.5123
3084	0.296188	0.501063
110	0.541552	4.41173
2256	0.232827	2.17734
5	1.00901	3.41867
2024	2.96874	3.76006
61	33.084	22.7093
2615	22.3783	15.3607
1911	1.39523	4.16378
409	2.49307	2.73648
3509	8.14355	8.93868
884	25.103	5.70331
1709	15.709	3.56904
535	3.745	0.850853
1688	1.6423	0.373126
780	0.727695	0.681306
1561	16.8263	5.93931
2513	5.64582	3.44719
3159	0.63934	0.390365
1099	1.02438	1.40304
1046	0.307094	0.16006
2237	0.138756	0.072321
2281	0.0870536	0.13824
289	28.4528	11.9228
1319	44.0456	18.4569
3128	2.26945	2.26945
3514	1.32922	2.40925
2677	1.33357	2.12886
11	0.122467	0.835501
2022	10.3764	19.2875
60	13.5793	13.3644
419	13.5658	9.31177
3518	22.7295	15.6018
408	2.24305	6.11486
3508	3.30277	9.14043
885	85.6323	31.9459
1710	11.5153	7.22448
536	5.74152	4.27867
1687	1.13356	0.852452
779	8.22707	11.8997
1558	1.40353	0.925223
2514	0.189328	0.225314
3160	18.1589	15.8772
1097	0.196261	0.511407
1045	0.00957649	0.005638
2236	0.00568908	0.00166075
2279	1.70772	0.700425
1275	46.6777	19.5598
3006	2.14921	0.900602
2451	3.32747	6.03112
3348	1.60446	2.90812
1016	9.5679	15.2738
1674	1.14208	1.82317
10	0.189712	1.58434
212	5.70131	10.5975
2972	5.12376	9.52395
1324	3.90293	3.84117
2015	2.72987	2.68667
1847	3.51623	2.41358
3228	13.5681	9.31333
3519	5.80482	9.70339
407	0.431045	2.40964
886	288.808	107.742
1711	0.717001	1.38812
537	0.525919	0.887838
1689	1.44228	3.0019
1871	5.33024	3.51376
3154	9.39537	6.19355
2512	0.0960306	0.13895
3158	7.93017	6.93373
1044	0.352017	0.354548
2235	0.011487	0.00522995
1059	13.2749	5.44473
2803	0.416157	0.170687
203	2.1073	0.883043
2128	51.635	21.6371
3005	4.74738	5.32118
3347	0.0207111	0.100696
1015	3.90139	9.90722
1673	2.73439	4.36508
9	0.237983	2.06075
1566	5.48973	10.2042
2833	5.54423	10.3055
1323	0.328363	0.323167
576	19.7593	19.4466
1013	11.3488	11.1692
1846	0.437819	0.437819
3227	4.93398	6.65651
3517	1.40386	3.79569
883	417.815	155.87
1712	0.150608	0.463115
538	1.4311	4.2788
1690	0.0224152	0.124186
2129	0.496788	0.327489
3038	11.3122	7.45712
3153	30.4566	20.0774
2359	1.84015	2.66258
2676	3.26361	4.72225
1056	0.847204	0.740752
3512	6.87338	6.00974
2001	0.0808043	0.0813851
3051	3.50584	3.53104
2234	0.00693427	0.00414551
1058	10.5366	5.97307
2802	2.80406	2.60855
204	8.18299	10.9438
608	125.789	52.7107
2491	55.66	23.3237
3004	1.09709	3.04746
82	4.69468	11.9217
1966	2.54187	6.45486
97	10.1341	16.1776
2814	0.372494	0.594635
8	0.184566	0.577187
1567	1.98556	7.61282
2832	9.40824	29.3945
803	6.00674	5.91169
1613	16.3469	16.0882
577	0.950586	2.55377
1012	1.49009	2.24634
670	3.83262	5.17065
2932	7.23842	9.76547
978	23.7095	8.84505
1048	25.061	9.34921
1708	0.370981	0.555391
533	0.827295	2.41917
1686	0.0432709	0.29528
707	5.56231	3.66675
2687	3.68983	2.43238
804	52.5357	34.6322
1125	26.9213	17.7469
2358	0.217986	0.472799
1055	0.695626	1.29496
3511	9.01308	10.2601
2000	0.0450887	0.0772846
2238	0.0849129	0.0914318
51	2.14991	1.21876
3205	1.00601	0.570294
645	5.38461	5.00918
2535	1.89119	1.75933
202	0.495473	1.81251
607	0.856465	1.12572
2568	2.19215	0.918597
3437	50.4665	21.1475
83	0.479768	2.31078
2098	1.45814	3.70281
3133	6.12009	15.5414
2813	8.00854	19.2626
7	0.266651	0.702881
1568	0.510485	3.16866
2831	0.318089	2.44577
575	0.00600576	0.0466496
663	5.46961	8.24557
1831	4.87976	7.35636
1694	9.35729	12.6241
3399	3.54606	4.78405
669	3.72402	5.02414
922	1.44887	1.95469
207	379.274	141.491
3138	15.8389	5.90883
1047	96.4025	109.378
1707	2.11998	3.54616
534	0.0503473	0.259634
705	9.88392	15.9228
1124	38.6276	25.4638
2357	0.792704	1.78331
1054	2.47246	6.32865
3510	7.02116	9.64176
1999	0.0276967	0.0471527
2233	0.00690802	0.0134633
52	0.250156	0.37992
1198	1.90409	1.07941
2374	2.61084	1.48006
3181	2.58696	2.40659
3555	5.19942	4.83689
2508	1.00042	0.930669
3557	1.94658	1.81086
2567	1.6627	1.92962
401	18.0462	7.56206
1962	4.26027	1.78522
85	0.70481	5.21199
2097	0.77923	3.90508
3134	0.538226	2.89141
890	3.24926	7.81531
1074	12.2174	29.386
6	0.835899	0.563918
1565	0.466886	2.28111
662	0.654669	1.97445
1830	4.8425	7.30019
1760	4.9274	6.64763
2432	5.44266	7.34278
208	63.4396	41.044
3137	168.524	62.8692
532	0.00388016	0.0376661
708	0.19887	0.488533
1700	5.45209	3.59409
2970	43.4381	28.635
2360	1.09674	2.67521
505	12.0471	16.5435
1929	1.1812	1.62207
1998	0.0273951	0.0338078
50	0.199966	0.618143
1197	1.57566	1.38008
2373	1.42482	2.04712
3182	0.445104	0.851671
3554	1.30593	2.72299
454	9.29633	10.7887
2632	14.382	16.6907
152	39.044	16.361
2979	3.98243	1.66879
1961	25.1682	25.0613
86	0.0605498	0.476519
3135	0.723663	4.33811
813	0.322397	0.775448
2791	8.01519	19.2786
459	3.36818	8.10133
2761	2.73977	6.58984
12	2.00078	1.78432
2268	0.206111	0.62162
2775	0.2165	0.652953
1829	4.60956	6.93133
3106	0.976787	1.3178
3206	0.527942	0.712255
2431	0.0115102	0.0400665
206	288.598	186.716
736	63.0541	23.5228
2150	88.9542	33.1851
531	0.19659	0.19659
706	0.286156	0.702953
1701	28.1266	18.5415
2356	0.0525682	0.265934
504	7.43592	16.2202
1928	4.84042	10.8207
2003	0.133323	0.131903
911	3.94671	3.45683
2321	9.28292	8.13067
3180	0.995662	2.73826
453	1.43987	4.5501
2631	0.700073	2.3626
1527	42.704	17.8946
2053	79.7051	33.3996
2978	8.83943	10.7105
2999	17.5172	17.4428
3405	12.461	12.4081
84	0.0301899	0.128714
3132	0.179652	1.31069
460	0.469679	2.86597
2760	1.1992	6.18253
3	1.20374	1.68198
2774	0.592021	1.91008
2250	1.81647	2.73139
2914	1.15938	1.74335
997	0.216251	0.752759
3368	0.467777	1.62831
340	44.4828	28.7793
801	68.8259	44.5287
934	65.3198	24.3681
3386	55.9443	20.8705
1274	40.5299	15.12
3281	43.2432	16.1323
704	2.90927	7.07479
1699	3.71931	2.45182
2002	0.253067	0.303234
188	1.00569	0.880863
376	4.09301	3.58496
2320	0.718941	1.55744
1179	32.7239	13.7126
2538	40.4144	16.9352
1897	42.2416	17.7009
3526	36.7894	15.4162
2977	0.560323	1.90857
2998	1.26781	3.40915
3404	1.09955	2.72061
81	0.362929	1.08072
458	0.352411	1.43063
2629	1.32969	1.85797
3543	3.61275	5.04809
2251	0.77483	2.00004
489	0.350321	0.526773
3304	7.56028	11.3683
339	46.8144	83.7736
723	17.5813	11.3747
1816	86.5395	55.989
935	71.7017	55.0577
3385	44.7598	55.6538
1273	90.8727	33.9008
3282	22.9632	8.5666
396	0.253329	0.616046
1238	3.40188	8.2727
1365	0.877749	0.578624
3454	15.7535	10.3849
1997	1.09686	1.59002
187	13.2012	11.5626
2339	3.32181	2.90949
2994	3.38709	2.96666
2319	0.166243	0.784168
661	2.35517	0.98691
2507	26.8051	11.2324
2537	7.64561	9.91653
2997	0.339107	1.96039
3406	1.96503	8.05452
2249	0.0755599	0.228212
490	1.4975	3.2437
3303	1.2402	3.15434
722	51.0315	87.9939
23	16.9938	10.9946
2090	48.0931	31.1151
933	3.30423	5.21595
3384	0.310494	0.91722
436	33.7021	12.5728
3309	45.801	17.0865
3280	36.4679	44.1482
1394	2.72437	6.62515
2848	1.21908	2.96456
1366	0.60747	1.14569
2614	32.8806	21.6754
3383	1.16465	0.767755
486	0.463369	0.405853
759	0.802081	0.702523
2340	1.24222	1.94087
2993	4.73486	9.07569
660	3.30548	4.25567
621	1.8556	0.777571
1769	11.4089	4.7808
2996	0.218978	2.09274
3407	0.238358	1.50965
853	0.899819	2.7177
3199	0.608624	1.83822
488	0.126653	0.366366
721	19.0142	90.7651
22	22.1122	24.3601
586	291.458	188.566
1380	69.5175	44.9762
1141	6.96044	20.5616
3053	3.86947	11.4307
435	13.3467	4.97911
3308	12.5595	15.8841
2929	26.491	32.0701
3513	74.8307	90.5901
1569	2.30804	5.61271
1666	2.85146	6.9342
1364	1.61923	4.44778
1615	0.763968	0.503618
3481	3.27734	2.16046
3382	7.46776	13.8178
485	3.95465	7.54713
758	1.8212	3.84222
2338	1.00616	2.61415
659	0.99797	3.36465
620	11.8721	14.703
1189	1.64875	0.690893
2565	2.78132	1.16548
2995	0.0463463	0.632149
3409	0.403109	2.18409
852	0.0500565	0.364634
3198	0.628122	2.93707
611	0.0118787	0.0343613
3312	1.74915	5.05972
282	106.337	117.148
1501	132.274	145.721
402	207.739	134.402
1681	172.793	111.793
1379	887.519	574.204
3054	0.0314355	0.216913
2764	6.88131	2.56713
3118	119.646	44.635
3307	11.6273	32.8153
109	37.0686	44.8753
1508	9.25801	11.2078
1614	32.7798	37.1697
3480	3.97419	2.61984
1060	1.52115	3.95217
3421	0.432828	1.12455
2188	6.72652	8.33043
3194	6.81542	8.44052
2186	17.2876	7.2442
3430	3.15422	1.32174
2564	1.33007	1.7171
3408	0.218081	0.701201
612	1.557	4.61208
1891	13.8777	15.2885
2138	26.991	29.7349
510	37.3088	24.1379
2561	29.0264	18.7794
1332	60.8998	39.4007
3338	29.2446	18.9206
3052	0.716246	5.48702
2765	5.84931	6.33736
1155	156.925	58.542
2524	188.919	70.4777
445	3.61205	4.09577
973	14.6881	16.6551
397	30.1561	19.8793
2377	2.13301	1.40611
3422	0.495752	1.94105
2187	3.37521	8.63112
3193	0.772662	2.61774
2185	11.7909	6.90487
3431	4.04681	3.41092
2563	4.09578	10.814
3401	1.03335	2.96614
610	0.00541078	0.041684
1890	249.774	275.167
2137	43.8435	48.3006
511	356.664	230.753
134	20.7894	13.4502
628	132.869	85.9634
3337	204.335	132.2
2763	14.1675	42.2773
1156	41.3073	15.41
2207	20.9077	7.79978
3061	119.353	44.5258
444	7.9452	23.4476
257	24.1181	27.3479
1909	1.29614	1.46972
522	25.2785	16.6639
2881	4.9374	3.2548
2376	9.20714	14.1251
3420	0.113978	0.611045
1043	6.10264	3.57377
3141	4.39179	2.57188
3429	1.5687	3.17466
3402	0.330638	0.235149
1889	58.7346	64.7055
2136	139.047	305.035
509	82.4544	53.3461
133	1.05776	1.90429
491	152.087	98.3965
2505	15.0665	9.74769
3339	154.319	99.8408
1154	5.87899	6.80532
2206	201.452	75.1532
1188	70.9754	26.478
1548	194.225	72.4574
256	22.8984	25.9649
1910	0.0561371	0.15168
521	1.1119	1.50637
2880	55.0709	36.3035
1766	9.73245	14.931
3020	7.68695	11.7929
1042	4.8982	4.2771
3140	6.29035	10.9118
2785	11.3757	23.0215
3179	11.3047	22.878
3403	0.0245927	0.0186792
261	45.4201	50.0375
1600	2.56542	2.82622
2135	6.13719	31.4779
949	126.113	81.5922
2092	26.8518	17.3725
132	10.74	52.9298
1082	165.796	107.266
2332	17.1657	11.1058
2506	0.950569	1.66632
3336	22.5271	29.8296
1153	12.0436	38.073
1226	96.5961	36.036
1745	426.242	159.013
1187	41.7469	45.0815
1549	160.287	59.7963
236	0.785459	0.890647
3100	7.42661	8.42116
1908	1.77826	7.07747
1653	3.01489	1.98745
2478	22.9138	15.1051
1243	23.001	20.0844
2346	41.2381	36.0091
3139	1.34975	5.62407
3400	1.08076	1.18216
260	81.6022	89.8978
1599	22.1471	69.678
102	27.4536	140.811
667	4.4704	22.9289
948	33.456	64.1051
2091	257.375	166.516
75	164.631	106.512
79	17.4864	11.3133
2331	61.3066	106.324
2504	6.12876	28.8043
2651	180.501	239.013
2961	66.05	87.4613
253	287.302	107.18
3071	246.562	91.982
585	16.199	17.4929
2052	86.7009	93.6262
1547	120.848	45.0833
237	6.24534	7.08171
694	2.35436	2.66965
2797	4.4742	5.07338
2828	3.52995	14.0492
3298	1.51264	6.0203
2420	19.2029	12.6588
3296	17.3673	11.4488
2477	2.41084	4.24477
2124	32.9212	28.7468
2405	3.35539	2.92992
1254	36.002	39.6619
2888	4.27546	4.7101
1598	2.20462	20.4071
101	0.667351	9.36066
1578	1.02614	5.2631
3257	3.55422	18.2297
938	22.9708	14.8616
3119	184.452	119.336
2419	11.9956	7.76088
2756	16.8794	10.9206
80	174.531	241.345
1112	12.5921	21.8384
1914	19.7982	34.3361
2960	48.378	64.0606
3070	1.54798	1.71662
584	16.9288	48.0295
2051	0.661203	2.09538
961	9.25389	3.45224
2265	2.09108	0.780095
234	6.24075	7.07651
693	13.0668	14.8167
2796	0.154425	0.567765
2827	1.24059	8.23505
810	11.0053	7.25483
2482	11.2968	7.44701
3295	4.51591	8.48623
54	5.97892	5.22078
495	19.7207	17.2201
2404	6.68518	17.2712
1255	54.5041	60.045
2892	7.69683	21.4392
100	0.120339	4.44807
3256	8.82134	82.6978
939	35.9163	67.9219
167	113.493	73.4275
3027	27.7446	17.9501
447	228.1	147.575
2142	14.6597	9.4845
2757	11.2198	20.8123
78	19.9937	54.6577
1111	5.78439	28.4721
1913	7.86796	38.7498
1637	67.2899	89.1031
2882	60.7318	80.4191
3069	0.967644	3.14991
148	7.64986	2.85384
765	44.4627	16.5872
2266	0.425251	0.245187
235	10.6978	12.1304
385	22.9701	26.0462
972	10.5692	11.9847
2795	0.300675	1.75402
809	18.4471	28.5851
2483	6.91899	4.56109
270	1.97836	1.7275
696	6.44922	5.63145
2287	12.5046	10.919
2368	2.90997	2.54098
1253	82.8244	91.2444
2889	5.30356	36.2965
1186	0.773329	7.24977
1356	0.487786	4.57287
937	1.86918	10.8241
166	290.751	188.109
3026	187.602	121.374
473	12.4168	8.03336
2184	197.018	127.466
2141	8.05868	14.6691
2755	6.79354	37.5206
1981	10.4436	28.5501
3200	38.9375	106.445
375	358.125	133.602
2046	187.082	69.7925
764	28.3773	29.6834
2267	0.113866	0.0864866
233	12.1185	13.7414
1562	22.9731	26.0496
1639	9.13583	10.3593
971	4.79417	11.0065
2481	22.8587	15.0687
269	3.75164	10.2567
695	10.0466	25.3308
271	15.5772	13.602
840	19.2008	16.7661
2367	10.8663	26.3323
119	52.7074	58.0656
2134	7.62801	8.40348
2890	11.4079	78.0733
1185	4.35683	58.4824
1357	0.0695281	1.66633
3346	335.439	217.021
3425	200.609	129.789
472	7.49945	4.85197
1051	10.7334	6.94425
1898	133.518	86.3833
1980	2.6284	22.8068
616	1.88554	5.15458
767	41.4382	113.281
1034	34.7325	12.9573
3250	166.34	62.0547
2045	3.55475	2.57529
763	1.05363	3.01647
2264	1.15389	1.36134
232	15.4643	17.5353
1638	1.05654	3.38343
564	0.266649	0.612175
2289	4.16005	9.55068
506	45.6916	30.1205
2325	2.62764	1.73218
1061	52.8144	46.1174
3507	21.4462	18.7268
839	2.38208	6.08095
98	68.9568	75.9669
3505	33.6396	37.0594
2133	13.6935	46.2182
2891	1.01773	15.9336
835	0.392367	5.2668
3299	3.75156	50.3578
1355	0.199907	2.06948
3345	14.9728	30.2708
3424	3.97484	7.62302
471	23.6302	53.3537
1052	107.736	69.703
1880	14.875	9.62378
3048	546.234	353.401
615	16.9462	108.023
766	3.91751	26.0284
1033	42.445	15.8345
3249	36.1753	13.4955
493	21.5713	15.6276
1844	34.4159	24.9331
762	0.0674777	0.53129
1321	4.80687	5.4506
2146	3.86001	4.37693
932	0.519328	1.66308
2414	1.7494	5.60223
563	14.1086	32.3906
2288	3.15371	10.5062
2324	3.01145	4.59997
1969	11.948	10.433
2126	2.01547	1.75991
1493	5.99312	5.23318
3343	3.5572	3.10614
838	0.156455	0.855753
19	34.9395	38.4914
2603	17.2007	18.9493
3504	2.22231	6.58858
2132	3.17135	29.5517
2887	0.420373	5.67557
834	0.0877448	2.65899
2659	0.0609409	0.630873
2990	0.62796	6.50078
3344	1.57966	9.05029
1053	52.4793	33.9529
1879	4.71996	3.0537
2873	197.281	127.636
3542	13.642	8.82607
1399	9.69881	64.44
1413	0.172395	1.14541
1035	0.04615	0.04615
1570	886.338	330.656
1595	103.518	38.6183
494	39.2049	38.3297
1843	21.883	37.4171
1322	2.40333	7.87512
2149	60.5754	68.6875
2413	0.106691	0.865321
1425	0.567572	1.30304
2439	0.680616	1.56257
851	0.0886851	0.295442
1650	0.0946249	0.31523
1857	3.6546	5.58238
1992	11.3016	17.2631
583	1.46875	1.28251
2824	78.4713	68.521
2127	5.77588	12.9233
1494	3.1219	5.38696
3342	2.93517	8.12307
837	0.134491	0.78274
18	179.613	197.872
2602	4.26581	15.0318
2886	0.479678	8.01461
833	0.172515	5.6997
1050	138.925	89.881
1878	345.176	223.321
350	92.977	60.1539
2845	73.6823	47.6707
3541	1.58254	2.09395
1400	1.43476	19.8336
1414	0.481678	4.40813
1036	2.30313	1.01527
627	37.2531	13.8976
3459	67.9125	25.3353
492	48.3654	47.2858
291	38.1567	65.2431
739	12.5761	21.5035
1320	0.129121	1.13454
2147	6.59461	19.0952
1423	0.592068	2.92925
850	0.140309	1.02161
1651	0.129585	0.58759
1856	3.25586	7.50868
1993	0.171239	0.676637
582	4.68564	8.78719
3392	65.6507	57.3261
3396	1.46495	1.27919
2125	3.82549	18.6842
1492	6.19625	10.6919
1390	0.606959	3.53251
2547	0.687127	3.99909
17	19.2863	36.415
1643	5.79818	20.4316
2718	6.84357	24.1153
832	0.0247736	0.934857
1466	52.5197	33.979
3083	302.638	195.8
845	21.7858	14.0949
2269	73.8783	47.7975
463	79.0085	51.1166
3165	102.196	66.1186
2844	76.8741	87.0309
3540	48.5056	166.241
1398	0.18825	3.97523
1412	3.33961	11.1419
1032	8.32234	7.29099
626	56.0842	56.3455
250	174.179	64.979
2030	234.847	87.6116
1986	12.9123	12.6241
2942	11.7062	11.4449
290	5.92399	28.594
738	3.88423	20.0516
2148	1.55801	4.51132
1424	0.25544	1.47759
1652	0.364116	0.918435
986	4.39827	10.1433
2816	3.74618	8.63946
1994	0.0296009	0.132905
600	4.12387	7.73367
619	13.1835	24.7236
624	3.39726	2.96648
1691	38.138	33.3021
3395	25.8336	45.7343
455	18.8091	32.4559
3155	4.45291	7.68368
1389	0.052782	0.461205
889	6.30443	11.9036
1604	3.79317	7.162
1642	1.48934	13.5049
2717	1.96732	17.6983
1467	73.6772	155.99
3082	282.948	183.061
464	1276.07	825.587
629	37.9648	24.5623
1383	11.7325	7.59067
2843	0.876519	2.12932
2286	11.9849	41.0753
3415	7.55056	25.8778
138	0.0875565	0.292114
150	6.88895	22.9836
862	3.27367	2.86797
2866	4.21827	3.69552
677	42.2683	15.7685
3162	224.713	83.831
1985	47.7943	46.7274
2943	5.24221	13.448
2145	0.582592	3.36082
1422	0.106472	0.839107
1649	0.721704	1.46267
2817	0.0530603	0.203349
1995	0.341825	1.53476
597	0.405083	1.89193
32	25.1598	47.1833
2437	15.3267	28.7428
625	3.92424	8.99455
1333	6.26858	5.47372
2088	5.72089	4.99547
720	13.6915	24.2386
1728	21.8819	38.7384
1851	1.43249	2.47181
2728	6.14909	10.6105
1388	0.121964	0.932256
1132	4.89116	9.23515
1300	63.6994	120.273
1603	19.0748	36.0157
1465	2.76277	16.0771
465	12.7048	24.02
2048	20.0879	12.9964
3064	21.4285	13.8638
1382	5.07709	3.28476
2842	1.10507	5.7575
137	3.44163	10.9451
149	0.0599884	0.55071
1027	8.96398	7.85311
2620	6.13316	5.3731
2865	0.389959	0.965369
1041	23.0341	8.59305
3203	25.4911	9.50966
831	1.47098	1.43815
2205	23.8683	23.3355
2941	2.71606	17.7006
2144	1.38528	1.02466
49	0.072461	0.146856
249	0.122717	0.248709
2818	0.755376	2.29959
1991	0.0777489	0.456183
598	0.0779339	0.712196
815	7.91505	14.8434
2215	6.30403	11.8222
623	0.396339	2.5867
2385	37.0951	32.3913
3114	15.8822	13.8683
654	23.5013	20.5213
3289	3.65618	3.19257
1168	6.38816	11.3092
3506	7.95029	14.0747
819	5.91801	10.4769
1658	14.6372	25.9129
1854	0.93568	3.40909
1119	7.06602	12.1927
1411	9.49398	16.3823
1299	46.839	159.202
805	37.1157	70.0792
2076	50.4193	95.1981
462	6.79403	37.9674
2047	428.982	277.541
3065	24.8135	34.5337
1381	5.46934	3.53853
2841	17.9392	14.5079
327	9.3781	8.2159
3014	7.01654	6.147
1040	2.27015	2.38853
3202	270.168	100.788
330	58.4686	57.1634
2916	1.83491	1.79395
2204	25.3063	46.1413
2143	2.05884	2.41946
248	0.326106	1.02196
2815	0.105242	0.203046
1990	0.174234	0.174234
599	0.0695821	0.588693
816	3.62849	14.8736
2214	0.945758	4.83121
1163	38.3336	33.4728
2768	24.2583	21.1823
3290	5.0151	8.0841
374	5.67837	10.0527
2509	16.6831	29.5348
1853	0.296879	1.20202
1118	2.51635	9.94606
2180	89.147	303.004
3532	1.48732	5.05529
1361	8.94124	16.8822
1788	68.8488	129.996
1732	22.8322	43.1101
1922	1.88296	3.55527
2665	305.89	197.904
2714	12.5075	8.09208
3063	61.0255	181.165
1392	72.7777	47.0855
3110	21.6476	14.0055
674	8.09798	6.54903
2153	1.15005	0.930074
326	1.07294	1.84093
3013	0.474821	1.14494
1039	2.94757	8.01775
1734	290.486	108.368
3460	228.953	85.4128
331	26.3515	25.7632
2917	0.0637399	0.202588
2203	4.09906	11.6139
875	0.990556	1.9111
2987	0.25541	0.492767
596	0.750677	4.57321
814	1.2207	8.86004
1698	39.5611	34.5447
1840	58.3393	50.9418
3291	6.27624	15.3393
699	3.8805	6.86981
2759	16.0427	28.401
1852	2.34474	6.03868
946	0.776333	2.6387
1948	17.3413	58.9418
3531	10.0354	67.89
1360	10.9883	62.5166
1731	24.2687	81.7191
1921	3.94287	20.5472
2664	428.627	277.312
2715	3.95993	2.56198
3062	7.35241	37.5905
163	66.6689	43.1332
3112	382.056	247.181
3109	33.6373	58.4521
673	5.82727	4.71265
2154	11.4858	18.2414
818	4.086	7.01067
1802	3.09052	5.30265
1038	2.66619	11.2356
1733	103.147	38.4798
329	0.944428	0.923346
2918	3.61155	10.7679
2472	11.1193	31.5045
3226	38.1757	108.164
876	0.0104144	0.024482
2986	1.33373	3.46873
1096	40.7692	35.5996
1933	44.5246	38.8788
1839	1.22179	1.77216
3292	2.40595	7.22832
899	13.5641	24.013
3327	17.3108	30.646
2758	3.38489	3.38489
1850	0.363769	1.41797
945	1.99542	17.2828
1947	3.51524	11.948
3533	0.891346	13.9637
1790	6.84822	23.0597
2706	0.689706	2.32242
2663	65.2456	42.2124
2716	212.083	137.213
760	37.5474	191.968
812	28.1826	144.088
162	93.2336	174.615
156	55.415	35.8522
754	142.633	92.2801
3108	0.799018	3.8624
672	4.29801	3.4759
2152	2.31653	8.63561
921	4.85841	20.4738
2068	1.56015	6.5746
416	118.829	44.3301
1346	31.3061	11.679
3078	76.3513	74.6469
3212	53.6919	52.4933
2915	0.629847	2.29728
2826	13.9523	39.5314
2837	1.56425	4.43202
614	19.0244	53.9024
3365	9.87646	27.9832
874	3.33408	4.19323
1932	2.43125	6.29466
1838	1.57269	1.57269
3293	0.114488	0.335427
898	4.55788	20.856
3326	0.977362	4.97311
1110	0.0854872	0.0854872
1724	0.402682	0.402682
878	0.501809	4.34627
2799	7.17694	62.161
449	2.72783	9.27168
2433	28.939	98.3615
3534	2.03582	48.0702
1791	34.0061	114.507
2707	2.5138	17.8692
2479	344.133	222.646
2767	271.841	175.875
2709	10.5974	6.85625
2653	14.8216	75.7779
2847	65.6182	335.485
811	2.15055	30.2279
155	44.1849	68.8395
753	7.00278	4.53064
1617	21.9175	17.7252
2395	4.9655	4.01572
2049	5.52769	23.2942
2334	4.68225	19.7314
725	98.6278	36.7939
1896	302.785	112.957
3302	164.249	61.2744
3371	50.7779	18.9431
333	5.40105	5.28048
1396	3.52485	3.44617
3211	48.5283	110.776
1408	1.35951	3.85193
1647	0.530386	1.50275
2838	0.331088	2.61142
1608	6.65102	8.3649
1749	1.51998	1.91165
1931	0.0854747	0.620569
348	0.182783	0.182783
3187	0.914894	0.914894
3294	0.743374	1.8552
817	0.3562	0.3562
3157	0.0168325	0.0168325
2798	3.87109	68.1798
450	0.99121	9.92614
668	21.0147	71.4273
859	49.3639	167.784
3530	0.309356	4.03711
1789	8.70259	49.4216
2705	1.84172	13.0918
1114	193.648	125.285
1591	10.6333	6.8795
1150	141.875	91.7895
2647	15.4086	9.96901
2710	5.26784	5.97182
2652	0.368035	6.01668
157	0.351704	1.63129
3167	467.904	302.723
3354	661.976	428.283
1616	17.8276	14.4176
2396	19.5392	15.8018
457	216.505	80.7691
1605	376.834	140.581
1469	164.368	61.3188
3164	37.6096	14.0306
3301	36.5124	38.7183
3370	50.4665	55.1019
332	113.109	110.585
1395	97.7583	216.884
1407	2.88378	15.4482
1645	8.69641	40.1869
2836	1.27495	11.7286
700	2.42229	3.04649
943	0.284999	0.35844
347	13.0287	3.41978
3288	5.97563	12.5396
451	0.164474	3.24991
785	18.2928	62.1759
3380	79.548	270.378
1860	0.20152	2.62985
3115	0.851044	11.1062
556	3.01701	17.1334
1385	4.03003	22.8864
1954	7.52002	53.4556
2010	12.7978	90.9727
421	432.531	279.838
1877	18.1877	11.767
1590	2.6259	4.53965
1149	1183.91	765.965
2646	32.2349	64.7556
2711	1.75736	3.00478
154	1.98853	24.1017
3166	24.2944	51.8351
3353	11.1994	25.1931
193	19.7431	15.9667
1780	0.654619	0.529406
2397	5.55181	8.85642
2458	282.387	105.347
2650	28.4958	10.6306
3163	16.2571	17.6731
334	115.38	112.805
1684	8.08388	7.90343
1031	8.95067	47.9481
2252	4.44418	23.8072
1646	3.97459	18.3669
940	44.7702	11.7513
2079	1.39429	0.365974
173	8.85305	18.5778
1359	5.29814	11.1179
452	2.17768	27.7147
929	19.8882	67.5985
1833	0.503816	1.71243
1859	1.05386	8.36137
555	11.23	63.7749
1384	2.01416	31.1646
1953	4.47932	44.1702
420	537.161	347.531
1876	16.3197	10.5585
1589	20.3308	99.5552
676	427.661	276.686
3485	19.9678	12.9187
1133	47.6545	95.7313
1764	25.8135	51.8558
2712	4.55171	10.2358
